DDB Spell ID,Spell ID,Name,Level,Source,Page,Source Citation,Casting Time,Range/Area,Components,Components [expanded],Duration,School,Attack/Save,Save,Damage/Effect,Notes,Description,At Higher Levels,Spell Tags,Available For,DDB URL,DDB Filter URL
2329,crown-of-madness,Crown of Madness,2,Player's Handbook (2014),229,"Player's Handbook (2014), pg. 229",1 Action,120 ft.,"V, S","V, S",Concentration 1 Minute,Enchantment,WIS Save,Wis,Charmed,,"One humanoid of your choice that you can see within range must succeed on a Wisdom saving throw or become
charmed
by you for the duration.
While the target is
charmed
in this way, a twisted crown of jagged iron appears on its head, and a madness glows in its eyes.
The
charmed
target must use its action before moving on each of its turns to make a melee attack against a creature other than itself that you mentally choose. The target can act normally on its turn if you choose no creature or if none are within its reach.
On your subsequent turns, you must use your action to maintain control over the target, or the spell ends. Also, the target can make a Wisdom saving throw at the end of each of its turns. On a success, the spell ends.",,"Control, Compulsion","Bard (Legacy), Sorcerer (Legacy), Warlock (Legacy), Wizard (Legacy), Paladin (Legacy) - Oathbreaker",https://www.dndbeyond.com/spells/2329-crown-of-madness,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2336,crusaders-mantle,Crusader's Mantle,3,Player's Handbook (2014),230,"Player's Handbook (2014), pg. 230",1 Action,Self (30 ft. ),V,V,Concentration 1 Minute,Evocation,None,,Radiant,,"Holy power radiates from you in an aura with a 30-foot radius, awakening boldness in friendly creatures. Until the spell ends, the aura moves with you, centered on you. While in the aura, each nonhostile creature in the aura (including you) deals an extra 1d4 radiant damage when it hits with a weapon attack.",,"Damage, Buff","Paladin (Legacy), Cleric (Legacy) - War Domain (Legacy)",https://www.dndbeyond.com/spells/2336-crusaders-mantle,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2355,destructive-wave,Destructive Wave,5,Player's Handbook (2014),231,"Player's Handbook (2014), pg. 231",1 Action,Self (30 ft. ),V,V,Instantaneous,Evocation,CON Save,Con,Thunder (...),,"You strike the ground, creating a burst of divine energy that ripples outward from you. Each creature you choose within 30 feet of you must succeed on a Constitution saving throw or take 5d6 thunder damage, as well as 5d6 radiant or necrotic damage (your choice), and be knocked prone. A creature that succeeds on its saving throw takes half as much damage and isn’t knocked prone.",,"Damage, Control","Paladin (Legacy), Cleric (Legacy) - Tempest Domain (Legacy)",https://www.dndbeyond.com/spells/2355-destructive-wave,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2314,dissonant-whispers,Dissonant Whispers,1,Player's Handbook (2014),234,"Player's Handbook (2014), pg. 234",1 Action,60 ft.,V,V,Instantaneous,Enchantment,WIS Save,Wis,Psychic,,"You whisper a discordant melody that only one creature of your choice within range can hear, wracking it with terrible pain. The target must make a Wisdom saving throw. On a failed save, it takes 3d6 psychic damage and must immediately use its reaction, if available, to move as far as its speed allows away from you. The creature doesn’t move into obviously dangerous ground, such as a fire or a pit. On a successful save, the target takes half as much damage and doesn’t have to move away. A deafened creature automatically succeeds on the save.","When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d6 for each slot level above 1st.","Damage, Control","Bard (Legacy), Warlock (Legacy) - The Great Old One (Legacy)",https://www.dndbeyond.com/spells/2314-dissonant-whispers,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2359,drawmijs-instant-summons,Drawmij's Instant Summons,6,Player's Handbook (2014),235,"Player's Handbook (2014), pg. 235",1 Minute Ritual,Touch,"V, S, M *","V, S, M (a sapphire worth 1,000 gp)",Until Dispelled,Conjuration,None,,Detection (...),,"You touch an object weighing 10 pounds or less whose longest dimension is 6 feet or less. The spell leaves an invisible mark on its surface and invisibly inscribes the name of the item on the sapphire you use as the material component. Each time you cast this spell, you must use a different sapphire.
At any time thereafter, you can use your action to speak the item’s name and crush the sapphire. The item instantly appears in your hand regardless of physical or planar distances, and the spell ends.
If another creature is holding or carrying the item, crushing the sapphire doesn’t transport the item to you, but instead you learn who the creature possessing the object is and roughly where that creature is located at that moment.
Dispel magic
or a similar effect successfully applied to the sapphire ends this spell’s effect.",,"Teleportation, Detection",Wizard (Legacy),https://www.dndbeyond.com/spells/2359-drawmijs-instant-summons,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2337,elemental-weapon,Elemental Weapon,3,Player's Handbook (2014),237,"Player's Handbook (2014), pg. 237",1 Action,Touch,"V, S","V, S",Concentration 1 Hour,Transmutation,None,,Acid (...),,"A nonmagical weapon you touch becomes a magic weapon. Choose one of the following damage types: acid, cold, fire, lightning, or thunder. For the duration, the weapon has a +1 bonus to attack rolls and deals an extra 1d4 damage of the chosen type when it hits.","When you cast this spell using a spell slot of 5th or 6th level, the bonus to attack rolls increases to +2 and the extra damage increases to 2d4. When you use a spell slot of 7th level or higher, the bonus increases to +3 and the extra damage increases to 3d4.","Damage, Buff","Paladin (Legacy), Artificer (Legacy), Cleric (Legacy) - Forge Domain, Warlock (Legacy) - The Hexblade",https://www.dndbeyond.com/spells/2337-elemental-weapon,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2315,ensnaring-strike,Ensnaring Strike,1,Player's Handbook (2014),237,"Player's Handbook (2014), pg. 237",1 Bonus Action,Self,V,V,Concentration 1 Minute,Conjuration,STR Save,Str,Piercing,,"The next time you hit a creature with a weapon attack before this spell ends, a writhing mass of thorny vines appears at the point of impact, and the target must succeed on a Strength saving throw or be
restrained
by the magical vines until the spell ends. A Large or larger creature has advantage on this saving throw. If the target succeeds on the save, the vines shrivel away.
While
restrained
by this spell, the target takes 1d6 piercing damage at the start of each of its turns. A creature
restrained
by the vines or one that can touch the creature can use its action to make a Strength check against your spell save DC. On a success, the target is freed.","If you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d6 for each slot level above 1st.","Damage, Control","Ranger (Legacy), Paladin (Legacy) - Oath of the Ancients (Legacy)",https://www.dndbeyond.com/spells/2315-ensnaring-strike,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2344,evards-black-tentacles,Evard's Black Tentacles,4,Player's Handbook (2014),238,"Player's Handbook (2014), pg. 238",1 Action,90 ft. (20 ft. ),"V, S, M *","V, S, M (a piece of tentacle from a giant octopus or a giant squid)",Concentration 1 Minute,Conjuration,DEX Save,Dex,Bludgeoning,,"Squirming, ebony tentacles fill a 20-foot square on ground that you can see within range. For the duration, these tentacles turn the ground in the area into difficult terrain.
When a creature enters the affected area for the first time on a turn or starts its turn there, the creature must succeed on a Dexterity saving throw or take 3d6 bludgeoning damage and be
restrained
by the tentacles until the spell ends. A creature that starts its turn in the area and is already
restrained
by the tentacles takes 3d6 bludgeoning damage.
A creature
restrained
by the tentacles can use its action to make a Strength or Dexterity check (its choice) against your spell save DC. On a success, it frees itself.",,"Damage, Control","Wizard (Legacy), Warlock (Legacy) - The Great Old One (Legacy), Warlock (Legacy) - The Many",https://www.dndbeyond.com/spells/2344-evards-black-tentacles,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2338,feign-death,Feign Death,3,Player's Handbook (2014),240,"Player's Handbook (2014), pg. 240",1 Action Ritual,Touch,"V, S, M *","V, S, M (a pinch of graveyard dirt)",1 Hour,Necromancy,None,,Blinded (...),,"You touch a willing creature and put it into a cataleptic state that is indistinguishable from death.
For the spell’s duration, or until you use an action to touch the target and dismiss the spell, the target appears dead to all outward inspection and to spells used to determine the target’s status. The target is
blinded
and
incapacitated
, and its speed drops to 0. The target has resistance to all damage except psychic damage. If the target is diseased or
poisoned
when you cast the spell, or becomes diseased or
poisoned
while under the spell’s effect, the disease and poison have no effect until the spell ends.",,"Buff, Debuff, Deception","Bard (Legacy), Cleric (Legacy), Druid (Legacy), Wizard (Legacy), Warlock (Legacy) - The Undying",https://www.dndbeyond.com/spells/2338-feign-death,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
2308,friends,Friends,0,Player's Handbook (2014),244,"Player's Handbook (2014), pg. 244",1 Action,Self,"S, M *","S, M (a small amount of makeup applied to the face as this spell is cast)",Concentration 1 Minute,Enchantment,None,,Buff (...),,"For the duration, you have advantage on all Charisma checks directed at one creature of your choice that isn’t hostile toward you. When the spell ends, the creature realizes that you used magic to influence its mood and becomes hostile toward you. A creature prone to violence might attack you. Another creature might seek retribution in other ways (at the DM’s discretion), depending on the nature of your interaction with it.",,"Buff, Social, Deception","Bard (Legacy), Sorcerer (Legacy), Warlock (Legacy), Wizard (Legacy)",https://www.dndbeyond.com/spells/2308-friends,https://www.dndbeyond.com/spells?filter-search=&filter-verbal=&filter-somatic=&filter-material=&filter-concentration=&filter-ritual=&filter-source-category=26&filter-source-category=1&filter-partnered-content=f
